Time (CET),Team 1,Team 2,Score,date,link,season
3:45 PM,Rethymno Cretan Kings,Holargos,83 - 76,"Saturday, November 24, 2018",https://www.proballers.com/basketball/game/400119/rethymno-cretan-kings-holargos-2018-11-24,2018
3:45 PM,Promitheas Patras,Kymis,94 - 61,"Saturday, November 24, 2018",https://www.proballers.com/basketball/game/400121/promitheas-patras-kymis-2018-11-24,2018
6:00 PM,Peristeri,Lavrio,87 - 78,"Saturday, November 24, 2018",https://www.proballers.com/basketball/game/400116/peristeri-lavrio-2018-11-24,2018
3:00 PM,AEK Athens,Ifaistos limnou,83 - 69,"Sunday, November 25, 2018",https://www.proballers.com/basketball/game/400120/aek-athens-ifaistos-limnou-2018-11-25,2018
5:30 PM,PAOK,Aris BC,95 - 79,"Sunday, November 25, 2018",https://www.proballers.com/basketball/game/400115/paok-aris-bc-2018-11-25,2018
7:00 PM,Olympiacos,Panionios,98 - 72,"Monday, November 26, 2018",https://www.proballers.com/basketball/game/400118/olympiacos-panionios-2018-11-26,2018
3:30 PM,Lavrio,PAOK,64 - 77,"Saturday, December 8, 2018",https://www.proballers.com/basketball/game/400122/lavrio-paok-2018-12-08,2018
3:30 PM,Panionios,Kolossos H Hotels,88 - 80,"Saturday, December 8, 2018",https://www.proballers.com/basketball/game/400124/panionios-kolossos-h-hotels-2018-12-08,2018
3:30 PM,Ifaistos limnou,Promitheas Patras,82 - 67,"Saturday, December 8, 2018",https://www.proballers.com/basketball/game/400127/ifaistos-limnou-promitheas-patras-2018-12-08,2018
5:30 PM,Aris BC,AEK Athens,77 - 81,"Saturday, December 8, 2018",https://www.proballers.com/basketball/game/400126/aris-bc-aek-athens-2018-12-08,2018
5:00 PM,Olympiacos,Rethymno Cretan Kings,84 - 60,"Sunday, December 9, 2018",https://www.proballers.com/basketball/game/400125/olympiacos-rethymno-cretan-kings-2018-12-09,2018
5:00 PM,Kymis,Holargos,57 - 66,"Sunday, December 9, 2018",https://www.proballers.com/basketball/game/400128/kymis-holargos-2018-12-09,2018
7:00 PM,Panathinaikos,Peristeri,80 - 75,"Monday, December 10, 2018",https://www.proballers.com/basketball/game/400123/panathinaikos-peristeri-2018-12-10,2018
3:15 PM,Kolossos H Hotels,Olympiacos,67 - 86,"Saturday, December 15, 2018",https://www.proballers.com/basketball/game/400131/kolossos-h-hotels-olympiacos-2018-12-15,2018
5:00 PM,Rethymno Cretan Kings,Kymis,78 - 64,"Saturday, December 15, 2018",https://www.proballers.com/basketball/game/400132/rethymno-cretan-kings-kymis-2018-12-15,2018
5:00 PM,AEK Athens,Lavrio,83 - 64,"Saturday, December 15, 2018",https://www.proballers.com/basketball/game/400133/aek-athens-lavrio-2018-12-15,2018
5:30 PM,Peristeri,Panionios,74 - 71,"Saturday, December 15, 2018",https://www.proballers.com/basketball/game/400130/peristeri-panionios-2018-12-15,2018
5:30 PM,Promitheas Patras,Aris BC,71 - 61,"Saturday, December 15, 2018",https://www.proballers.com/basketball/game/400134/promitheas-patras-aris-bc-2018-12-15,2018
3:00 PM,Holargos,Ifaistos limnou,65 - 62,"Sunday, December 16, 2018",https://www.proballers.com/basketball/game/400135/holargos-ifaistos-limnou-2018-12-16,2018
5:00 PM,PAOK,Panathinaikos,83 - 93,"Sunday, December 16, 2018",https://www.proballers.com/basketball/game/400129/paok-panathinaikos-2018-12-16,2018
3:00 PM,Kolossos H Hotels,Rethymno Cretan Kings,74 - 63,"Saturday, December 22, 2018",https://www.proballers.com/basketball/game/400138/kolossos-h-hotels-rethymno-cretan-kings-2018-12-22,2018
3:30 PM,Lavrio,Promitheas Patras,73 - 85,"Saturday, December 22, 2018",https://www.proballers.com/basketball/game/400140/lavrio-promitheas-patras-2018-12-22,2018
3:30 PM,Ifaistos limnou,Kymis,81 - 74,"Saturday, December 22, 2018",https://www.proballers.com/basketball/game/400142/ifaistos-limnou-kymis-2018-12-22,2018
5:30 PM,Aris BC,Holargos,58 - 59,"Saturday, December 22, 2018",https://www.proballers.com/basketball/game/400141/aris-bc-holargos-2018-12-22,2018
3:00 PM,Olympiacos,Peristeri,92 - 69,"Sunday, December 23, 2018",https://www.proballers.com/basketball/game/400137/olympiacos-peristeri-2018-12-23,2018
5:00 PM,Panionios,PAOK,69 - 73,"Sunday, December 23, 2018",https://www.proballers.com/basketball/game/400136/panionios-paok-2018-12-23,2018
9:00 PM,Panathinaikos,AEK Athens,111 - 79,"Sunday, December 23, 2018",https://www.proballers.com/basketball/game/400139/panathinaikos-aek-athens-2018-12-23,2018
3:45 PM,Peristeri,Kolossos H Hotels,73 - 70,"Saturday, December 29, 2018",https://www.proballers.com/basketball/game/400144/peristeri-kolossos-h-hotels-2018-12-29,2018
3:45 PM,Rethymno Cretan Kings,Ifaistos limnou,82 - 85,"Saturday, December 29, 2018",https://www.proballers.com/basketball/game/400145/rethymno-cretan-kings-ifaistos-limnou-2018-12-29,2018
3:45 PM,Holargos,Lavrio,82 - 71,"Saturday, December 29, 2018",https://www.proballers.com/basketball/game/400148/holargos-lavrio-2018-12-29,2018
6:00 PM,Kymis,Aris BC,75 - 57,"Saturday, December 29, 2018",https://www.proballers.com/basketball/game/400149/kymis-aris-bc-2018-12-29,2018
7:00 PM,AEK Athens,Panionios,73 - 62,"Saturday, December 29, 2018",https://www.proballers.com/basketball/game/400146/aek-athens-panionios-2018-12-29,2018
5:00 PM,PAOK,Olympiacos,68 - 78,"Sunday, December 30, 2018",https://www.proballers.com/basketball/game/400143/paok-olympiacos-2018-12-30,2018
7:00 PM,Promitheas Patras,Panathinaikos,69 - 86,"Sunday, December 30, 2018",https://www.proballers.com/basketball/game/400147/promitheas-patras-panathinaikos-2018-12-30,2018
3:15 PM,Kolossos H Hotels,PAOK,60 - 75,"Saturday, January 5, 2019",https://www.proballers.com/basketball/game/400150/kolossos-h-hotels-paok-2019-01-05,2018
5:30 PM,Peristeri,Rethymno Cretan Kings,80 - 64,"Saturday, January 5, 2019",https://www.proballers.com/basketball/game/400151/peristeri-rethymno-cretan-kings-2019-01-05,2018
5:30 PM,Panionios,Promitheas Patras,60 - 74,"Saturday, January 5, 2019",https://www.proballers.com/basketball/game/400153/panionios-promitheas-patras-2019-01-05,2018
5:30 PM,Lavrio,Kymis,86 - 68,"Saturday, January 5, 2019",https://www.proballers.com/basketball/game/400155/lavrio-kymis-2019-01-05,2018
5:00 PM,Panathinaikos,Holargos,86 - 64,"Sunday, January 6, 2019",https://www.proballers.com/basketball/game/400154/panathinaikos-holargos-2019-01-06,2018
5:00 PM,Aris BC,Ifaistos limnou,65 - 54,"Sunday, January 6, 2019",https://www.proballers.com/basketball/game/400156/aris-bc-ifaistos-limnou-2019-01-06,2018
7:30 PM,Olympiacos,AEK Athens,101 - 75,"Sunday, January 6, 2019",https://www.proballers.com/basketball/game/400152/olympiacos-aek-athens-2019-01-06,2018
3:30 PM,Rethymno Cretan Kings,Aris BC,74 - 76,"Saturday, January 12, 2019",https://www.proballers.com/basketball/game/400158/rethymno-cretan-kings-aris-bc-2019-01-12,2018
3:30 PM,Holargos,Panionios,74 - 73,"Saturday, January 12, 2019",https://www.proballers.com/basketball/game/400161/holargos-panionios-2019-01-12,2018
3:30 PM,Ifaistos limnou,Lavrio,80 - 76,"Saturday, January 12, 2019",https://www.proballers.com/basketball/game/400163/ifaistos-limnou-lavrio-2019-01-12,2018
4:00 PM,AEK Athens,Kolossos H Hotels,94 - 79,"Saturday, January 12, 2019",https://www.proballers.com/basketball/game/400159/aek-athens-kolossos-h-hotels-2019-01-12,2018
5:30 PM,PAOK,Peristeri,87 - 73,"Saturday, January 12, 2019",https://www.proballers.com/basketball/game/400157/paok-peristeri-2019-01-12,2018
5:00 PM,Promitheas Patras,Olympiacos,77 - 80,"Sunday, January 13, 2019",https://www.proballers.com/basketball/game/400160/promitheas-patras-olympiacos-2019-01-13,2018
3:30 PM,Kymis,Panathinaikos,62 - 87,"Monday, January 14, 2019",https://www.proballers.com/basketball/game/400162/kymis-panathinaikos-2019-01-14,2018
3:45 PM,Rethymno Cretan Kings,PAOK,78 - 88,"Saturday, January 19, 2019",https://www.proballers.com/basketball/game/400164/rethymno-cretan-kings-paok-2019-01-19,2018
3:45 PM,Promitheas Patras,Kolossos H Hotels,101 - 95,"Saturday, January 19, 2019",https://www.proballers.com/basketball/game/400166/promitheas-patras-kolossos-h-hotels-2019-01-19,2018
3:45 PM,Kymis,Panionios,92 - 82,"Saturday, January 19, 2019",https://www.proballers.com/basketball/game/400168/kymis-panionios-2019-01-19,2018
7:00 PM,Aris BC,Lavrio,84 - 70,"Saturday, January 19, 2019",https://www.proballers.com/basketball/game/400170/aris-bc-lavrio-2019-01-19,2018
5:00 PM,AEK Athens,Peristeri,96 - 70,"Sunday, January 20, 2019",https://www.proballers.com/basketball/game/400165/aek-athens-peristeri-2019-01-20,2018
5:00 PM,Holargos,Olympiacos,68 - 73,"Sunday, January 20, 2019",https://www.proballers.com/basketball/game/400167/holargos-olympiacos-2019-01-20,2018
3:30 PM,Ifaistos limnou,Panathinaikos,62 - 84,"Monday, January 21, 2019",https://www.proballers.com/basketball/game/400169/ifaistos-limnou-panathinaikos-2019-01-21,2018
3:30 PM,Lavrio,Rethymno Cretan Kings,93 - 94,"Saturday, January 26, 2019",https://www.proballers.com/basketball/game/400177/lavrio-rethymno-cretan-kings-2019-01-26,2018
5:30 PM,PAOK,AEK Athens,88 - 79,"Saturday, January 26, 2019",https://www.proballers.com/basketball/game/400171/paok-aek-athens-2019-01-26,2018
5:45 PM,Panionios,Ifaistos limnou,76 - 93,"Saturday, January 26, 2019",https://www.proballers.com/basketball/game/400175/panionios-ifaistos-limnou-2019-01-26,2018
6:00 PM,Kolossos H Hotels,Holargos,75 - 81,"Saturday, January 26, 2019",https://www.proballers.com/basketball/game/400173/kolossos-h-hotels-holargos-2019-01-26,2018
5:00 PM,Peristeri,Promitheas Patras,79 - 86,"Sunday, January 27, 2019",https://www.proballers.com/basketball/game/400172/peristeri-promitheas-patras-2019-01-27,2018
5:00 PM,Olympiacos,Kymis,92 - 69,"Sunday, January 27, 2019",https://www.proballers.com/basketball/game/400174/olympiacos-kymis-2019-01-27,2018
7:00 PM,Panathinaikos,Aris BC,85 - 65,"Monday, January 28, 2019",https://www.proballers.com/basketball/game/400176/panathinaikos-aris-bc-2019-01-28,2018
3:45 PM,Holargos,Peristeri,75 - 76,"Saturday, February 2, 2019",https://www.proballers.com/basketball/game/400179/holargos-peristeri-2019-02-02,2018
3:45 PM,Kymis,Kolossos H Hotels,91 - 86,"Saturday, February 2, 2019",https://www.proballers.com/basketball/game/400180/kymis-kolossos-h-hotels-2019-02-02,2018
3:45 PM,Aris BC,Panionios,79 - 56,"Saturday, February 2, 2019",https://www.proballers.com/basketball/game/400182/aris-bc-panionios-2019-02-02,2018
5:00 PM,AEK Athens,Rethymno Cretan Kings,82 - 62,"Saturday, February 2, 2019",https://www.proballers.com/basketball/game/400184/aek-athens-rethymno-cretan-kings-2019-02-02,2018
6:00 PM,Promitheas Patras,PAOK,82 - 59,"Saturday, February 2, 2019",https://www.proballers.com/basketball/game/400178/promitheas-patras-paok-2019-02-02,2018
3:30 PM,Ifaistos limnou,Olympiacos,53 - 73,"Sunday, February 3, 2019",https://www.proballers.com/basketball/game/400181/ifaistos-limnou-olympiacos-2019-02-03,2018
3:30 PM,Lavrio,Panathinaikos,55 - 80,"Monday, February 4, 2019",https://www.proballers.com/basketball/game/400183/lavrio-panathinaikos-2019-02-04,2018
2:45 PM,Kolossos H Hotels,Panathinaikos,78 - 88,"Monday, February 25, 2019",https://www.proballers.com/basketball/game/400117/kolossos-h-hotels-panathinaikos-2019-02-25,2018
3:15 PM,Kolossos H Hotels,Ifaistos limnou,60 - 78,"Saturday, March 2, 2019",https://www.proballers.com/basketball/game/400187/kolossos-h-hotels-ifaistos-limnou-2019-03-02,2018
3:45 PM,PAOK,Holargos,80 - 73,"Saturday, March 2, 2019",https://www.proballers.com/basketball/game/400185/paok-holargos-2019-03-02,2018
3:45 PM,Peristeri,Kymis,94 - 93,"Saturday, March 2, 2019",https://www.proballers.com/basketball/game/400186/peristeri-kymis-2019-03-02,2018
5:00 PM,AEK Athens,Promitheas Patras,83 - 62,"Saturday, March 2, 2019",https://www.proballers.com/basketball/game/400191/aek-athens-promitheas-patras-2019-03-02,2018
6:00 PM,Panionios,Lavrio,101 - 91,"Saturday, March 2, 2019",https://www.proballers.com/basketball/game/400189/panionios-lavrio-2019-03-02,2018
5:00 PM,Rethymno Cretan Kings,Panathinaikos,75 - 87,"Sunday, March 3, 2019",https://www.proballers.com/basketball/game/400190/rethymno-cretan-kings-panathinaikos-2019-03-03,2018
6:30 PM,Olympiacos,Aris BC,76 - 67,"Monday, March 4, 2019",https://www.proballers.com/basketball/game/400188/olympiacos-aris-bc-2019-03-04,2018
3:45 PM,Kymis,PAOK,73 - 90,"Saturday, March 9, 2019",https://www.proballers.com/basketball/game/400192/kymis-paok-2019-03-09,2018
3:45 PM,Ifaistos limnou,Peristeri,77 - 73,"Saturday, March 9, 2019",https://www.proballers.com/basketball/game/400193/ifaistos-limnou-peristeri-2019-03-09,2018
3:45 PM,Aris BC,Kolossos H Hotels,75 - 81,"Saturday, March 9, 2019",https://www.proballers.com/basketball/game/400194/aris-bc-kolossos-h-hotels-2019-03-09,2018
3:45 PM,Promitheas Patras,Rethymno Cretan Kings,86 - 81,"Saturday, March 9, 2019",https://www.proballers.com/basketball/game/400197/promitheas-patras-rethymno-cretan-kings-2019-03-09,2018
6:00 PM,Holargos,AEK Athens,70 - 81,"Saturday, March 9, 2019",https://www.proballers.com/basketball/game/400198/holargos-aek-athens-2019-03-09,2018
7:00 PM,Panathinaikos,Panionios,96 - 71,"Sunday, March 10, 2019",https://www.proballers.com/basketball/game/400196/panathinaikos-panionios-2019-03-10,2018
4:45 PM,Lavrio,Olympiacos,76 - 81,"Monday, March 11, 2019",https://www.proballers.com/basketball/game/400195/lavrio-olympiacos-2019-03-11,2018
3:15 PM,PAOK,Ifaistos limnou,73 - 75,"Saturday, March 16, 2019",https://www.proballers.com/basketball/game/400199/paok-ifaistos-limnou-2019-03-16,2018
3:15 PM,Kolossos H Hotels,Lavrio,76 - 80,"Saturday, March 16, 2019",https://www.proballers.com/basketball/game/400201/kolossos-h-hotels-lavrio-2019-03-16,2018
3:15 PM,Rethymno Cretan Kings,Panionios,65 - 72,"Saturday, March 16, 2019",https://www.proballers.com/basketball/game/400203/rethymno-cretan-kings-panionios-2019-03-16,2018
5:00 PM,AEK Athens,Kymis,96 - 92,"Saturday, March 16, 2019",https://www.proballers.com/basketball/game/400204/aek-athens-kymis-2019-03-16,2018
6:00 PM,Peristeri,Aris BC,81 - 61,"Saturday, March 16, 2019",https://www.proballers.com/basketball/game/400200/peristeri-aris-bc-2019-03-16,2018
5:00 PM,Olympiacos,Panathinaikos,0 - 20,"Sunday, March 17, 2019",https://www.proballers.com/basketball/game/400202/olympiacos-panathinaikos-2019-03-17,2018
5:00 PM,Promitheas Patras,Holargos,86 - 61,"Sunday, March 17, 2019",https://www.proballers.com/basketball/game/400205/promitheas-patras-holargos-2019-03-17,2018
3:45 PM,Lavrio,Peristeri,83 - 55,"Saturday, March 23, 2019",https://www.proballers.com/basketball/game/400207/lavrio-peristeri-2019-03-23,2018
3:45 PM,Holargos,Rethymno Cretan Kings,66 - 61,"Saturday, March 23, 2019",https://www.proballers.com/basketball/game/400210/holargos-rethymno-cretan-kings-2019-03-23,2018
3:45 PM,Ifaistos limnou,AEK Athens,74 - 87,"Saturday, March 23, 2019",https://www.proballers.com/basketball/game/400211/ifaistos-limnou-aek-athens-2019-03-23,2018
3:45 PM,Kymis,Promitheas Patras,86 - 82,"Saturday, March 23, 2019",https://www.proballers.com/basketball/game/400212/kymis-promitheas-patras-2019-03-23,2018
6:00 PM,Aris BC,PAOK,58 - 62,"Saturday, March 23, 2019",https://www.proballers.com/basketball/game/400206/aris-bc-paok-2019-03-23,2018
5:00 PM,Panionios,Olympiacos,65 - 101,"Sunday, March 24, 2019",https://www.proballers.com/basketball/game/400209/panionios-olympiacos-2019-03-24,2018
4:00 PM,Panathinaikos,Kolossos H Hotels,95 - 68,"Monday, March 25, 2019",https://www.proballers.com/basketball/game/400208/panathinaikos-kolossos-h-hotels-2019-03-25,2018
3:15 PM,PAOK,Lavrio,99 - 88,"Saturday, March 30, 2019",https://www.proballers.com/basketball/game/400213/paok-lavrio-2019-03-30,2018
3:15 PM,Kolossos H Hotels,Panionios,106 - 109,"Saturday, March 30, 2019",https://www.proballers.com/basketball/game/400215/kolossos-h-hotels-panionios-2019-03-30,2018
3:15 PM,Holargos,Kymis,73 - 66,"Saturday, March 30, 2019",https://www.proballers.com/basketball/game/400219/holargos-kymis-2019-03-30,2018
5:00 PM,AEK Athens,Aris BC,81 - 73,"Saturday, March 30, 2019",https://www.proballers.com/basketball/game/400217/aek-athens-aris-bc-2019-03-30,2018
6:00 PM,Promitheas Patras,Ifaistos limnou,73 - 68,"Saturday, March 30, 2019",https://www.proballers.com/basketball/game/400218/promitheas-patras-ifaistos-limnou-2019-03-30,2018
5:00 PM,Peristeri,Panathinaikos,80 - 72,"Sunday, March 31, 2019",https://www.proballers.com/basketball/game/400214/peristeri-panathinaikos-2019-03-31,2018
4:45 PM,Rethymno Cretan Kings,Olympiacos,58 - 92,"Monday, April 1, 2019",https://www.proballers.com/basketball/game/400216/rethymno-cretan-kings-olympiacos-2019-04-01,2018
3:45 PM,Panionios,Peristeri,77 - 75,"Saturday, April 6, 2019",https://www.proballers.com/basketball/game/400221/panionios-peristeri-2019-04-06,2018
3:45 PM,Kymis,Rethymno Cretan Kings,77 - 84,"Saturday, April 6, 2019",https://www.proballers.com/basketball/game/400223/kymis-rethymno-cretan-kings-2019-04-06,2018
3:45 PM,Aris BC,Promitheas Patras,66 - 65,"Saturday, April 6, 2019",https://www.proballers.com/basketball/game/400225/aris-bc-promitheas-patras-2019-04-06,2018
6:00 PM,Lavrio,AEK Athens,94 - 100,"Saturday, April 6, 2019",https://www.proballers.com/basketball/game/400224/lavrio-aek-athens-2019-04-06,2018
5:00 PM,Panathinaikos,PAOK,89 - 51,"Sunday, April 7, 2019",https://www.proballers.com/basketball/game/400220/panathinaikos-paok-2019-04-07,2018
5:00 PM,Ifaistos limnou,Holargos,72 - 70,"Sunday, April 7, 2019",https://www.proballers.com/basketball/game/400226/ifaistos-limnou-holargos-2019-04-07,2018
3:00 PM,Kymis,Ifaistos limnou,90 - 83,"Wednesday, April 10, 2019",https://www.proballers.com/basketball/game/400233/kymis-ifaistos-limnou-2019-04-10,2018
3:45 PM,PAOK,Panionios,83 - 73,"Wednesday, April 10, 2019",https://www.proballers.com/basketball/game/400227/paok-panionios-2019-04-10,2018
3:45 PM,Rethymno Cretan Kings,Kolossos H Hotels,93 - 67,"Wednesday, April 10, 2019",https://www.proballers.com/basketball/game/400229/rethymno-cretan-kings-kolossos-h-hotels-2019-04-10,2018
3:45 PM,Promitheas Patras,Lavrio,71 - 63,"Wednesday, April 10, 2019",https://www.proballers.com/basketball/game/400231/promitheas-patras-lavrio-2019-04-10,2018
3:45 PM,Holargos,Aris BC,76 - 63,"Wednesday, April 10, 2019",https://www.proballers.com/basketball/game/400232/holargos-aris-bc-2019-04-10,2018
6:00 PM,Peristeri,Olympiacos,81 - 76,"Wednesday, April 10, 2019",https://www.proballers.com/basketball/game/400228/peristeri-olympiacos-2019-04-10,2018
7:30 PM,AEK Athens,Panathinaikos,72 - 104,"Wednesday, April 10, 2019",https://www.proballers.com/basketball/game/400230/aek-athens-panathinaikos-2019-04-10,2018
3:45 PM,Olympiacos,PAOK,80 - 59,"Saturday, April 13, 2019",https://www.proballers.com/basketball/game/400234/olympiacos-paok-2019-04-13,2018
3:45 PM,Kolossos H Hotels,Peristeri,77 - 84,"Saturday, April 13, 2019",https://www.proballers.com/basketball/game/400235/kolossos-h-hotels-peristeri-2019-04-13,2018
3:45 PM,Ifaistos limnou,Rethymno Cretan Kings,77 - 80,"Saturday, April 13, 2019",https://www.proballers.com/basketball/game/400236/ifaistos-limnou-rethymno-cretan-kings-2019-04-13,2018
3:45 PM,Panionios,AEK Athens,78 - 74,"Saturday, April 13, 2019",https://www.proballers.com/basketball/game/400237/panionios-aek-athens-2019-04-13,2018
3:45 PM,Panathinaikos,Promitheas Patras,87 - 76,"Saturday, April 13, 2019",https://www.proballers.com/basketball/game/400238/panathinaikos-promitheas-patras-2019-04-13,2018
3:45 PM,Lavrio,Holargos,76 - 69,"Saturday, April 13, 2019",https://www.proballers.com/basketball/game/400239/lavrio-holargos-2019-04-13,2018
3:45 PM,Aris BC,Kymis,95 - 60,"Saturday, April 13, 2019",https://www.proballers.com/basketball/game/400240/aris-bc-kymis-2019-04-13,2018
4:45 PM,PAOK,Kolossos H Hotels,79 - 83,"Sunday, April 21, 2019",https://www.proballers.com/basketball/game/400241/paok-kolossos-h-hotels-2019-04-21,2018
4:45 PM,Rethymno Cretan Kings,Peristeri,83 - 73,"Sunday, April 21, 2019",https://www.proballers.com/basketball/game/400242/rethymno-cretan-kings-peristeri-2019-04-21,2018
4:45 PM,AEK Athens,Olympiacos,67 - 76,"Sunday, April 21, 2019",https://www.proballers.com/basketball/game/400243/aek-athens-olympiacos-2019-04-21,2018
4:45 PM,Promitheas Patras,Panionios,104 - 67,"Sunday, April 21, 2019",https://www.proballers.com/basketball/game/400244/promitheas-patras-panionios-2019-04-21,2018
4:45 PM,Kymis,Lavrio,89 - 88,"Sunday, April 21, 2019",https://www.proballers.com/basketball/game/400246/kymis-lavrio-2019-04-21,2018
4:45 PM,Ifaistos limnou,Aris BC,73 - 64,"Sunday, April 21, 2019",https://www.proballers.com/basketball/game/400247/ifaistos-limnou-aris-bc-2019-04-21,2018
5:00 PM,Ifaistos limnou,Rethymno Cretan Kings,66 - 50,"Saturday, September 28, 2019",https://www.proballers.com/basketball/game/425820/ifaistos-limnou-rethymno-cretan-kings-2019-09-28,2019
5:00 PM,AO Ionikos Nikaias,Lavrio,90 - 94,"Saturday, September 28, 2019",https://www.proballers.com/basketball/game/425821/ao-ionikos-nikaias-lavrio-2019-09-28,2019
5:00 PM,Kolossos H Hotels,Panionios,89 - 61,"Saturday, September 28, 2019",https://www.proballers.com/basketball/game/425822/kolossos-h-hotels-panionios-2019-09-28,2019
5:00 PM,Panathinaikos,AEK Athens,89 - 68,"Saturday, September 28, 2019",https://www.proballers.com/basketball/game/425823/panathinaikos-aek-athens-2019-09-28,2019
5:00 PM,Peristeri,Iraklis,75 - 59,"Saturday, September 28, 2019",https://www.proballers.com/basketball/game/425975/peristeri-iraklis-2019-09-28,2019
5:45 PM,Ermis Agias,Promitheas Patras,69 - 96,"Saturday, September 28, 2019",https://www.proballers.com/basketball/game/430579/ermis-agias-promitheas-patras-2019-09-28,2019
5:45 PM,Aris BC,PAOK,85 - 82,"Sunday, September 29, 2019",https://www.proballers.com/basketball/game/425819/aris-bc-paok-2019-09-29,2019
3:45 PM,Rethymno Cretan Kings,Peristeri,60 - 79,"Saturday, October 5, 2019",https://www.proballers.com/basketball/game/425824/rethymno-cretan-kings-peristeri-2019-10-05,2019
3:45 PM,Panionios,Ifaistos limnou,69 - 83,"Saturday, October 5, 2019",https://www.proballers.com/basketball/game/425828/panionios-ifaistos-limnou-2019-10-05,2019
3:45 PM,Promitheas Patras,AO Ionikos Nikaias,87 - 80,"Saturday, October 5, 2019",https://www.proballers.com/basketball/game/425829/promitheas-patras-ao-ionikos-nikaias-2019-10-05,2019
4:15 PM,PAOK,Ermis Agias,87 - 61,"Saturday, October 5, 2019",https://www.proballers.com/basketball/game/430580/paok-ermis-agias-2019-10-05,2019
6:15 PM,Iraklis,Aris BC,82 - 66,"Saturday, October 5, 2019",https://www.proballers.com/basketball/game/425826/iraklis-aris-bc-2019-10-05,2019
5:00 PM,AEK Athens,Kolossos H Hotels,93 - 69,"Sunday, October 6, 2019",https://www.proballers.com/basketball/game/425825/aek-athens-kolossos-h-hotels-2019-10-06,2019
5:00 PM,Lavrio,Panathinaikos,81 - 112,"Sunday, October 6, 2019",https://www.proballers.com/basketball/game/425827/lavrio-panathinaikos-2019-10-06,2019
5:00 PM,Peristeri,Panionios,95 - 69,"Saturday, October 12, 2019",https://www.proballers.com/basketball/game/425830/peristeri-panionios-2019-10-12,2019
5:00 PM,Ifaistos limnou,AEK Athens,72 - 68,"Saturday, October 12, 2019",https://www.proballers.com/basketball/game/425831/ifaistos-limnou-aek-athens-2019-10-12,2019
5:00 PM,AO Ionikos Nikaias,PAOK,83 - 66,"Saturday, October 12, 2019",https://www.proballers.com/basketball/game/425832/ao-ionikos-nikaias-paok-2019-10-12,2019
5:00 PM,Iraklis,Rethymno Cretan Kings,74 - 56,"Saturday, October 12, 2019",https://www.proballers.com/basketball/game/425833/iraklis-rethymno-cretan-kings-2019-10-12,2019
5:00 PM,Kolossos H Hotels,Lavrio,73 - 74,"Saturday, October 12, 2019",https://www.proballers.com/basketball/game/425834/kolossos-h-hotels-lavrio-2019-10-12,2019
6:00 PM,Ermis Agias,Aris BC,92 - 78,"Sunday, October 13, 2019",https://www.proballers.com/basketball/game/430581/ermis-agias-aris-bc-2019-10-13,2019
7:00 PM,Panathinaikos,Promitheas Patras,99 - 68,"Sunday, October 13, 2019",https://www.proballers.com/basketball/game/425835/panathinaikos-promitheas-patras-2019-10-13,2019
3:45 PM,Ermis Agias,Iraklis,74 - 87,"Saturday, October 19, 2019",https://www.proballers.com/basketball/game/430582/ermis-agias-iraklis-2019-10-19,2019
5:00 PM,Promitheas Patras,Kolossos H Hotels,81 - 80,"Saturday, October 19, 2019",https://www.proballers.com/basketball/game/425836/promitheas-patras-kolossos-h-hotels-2019-10-19,2019
5:00 PM,AEK Athens,Peristeri,90 - 91,"Saturday, October 19, 2019",https://www.proballers.com/basketball/game/425837/aek-athens-peristeri-2019-10-19,2019
5:00 PM,Aris BC,AO Ionikos Nikaias,72 - 77,"Saturday, October 19, 2019",https://www.proballers.com/basketball/game/425838/aris-bc-ao-ionikos-nikaias-2019-10-19,2019
5:00 PM,Panionios,Rethymno Cretan Kings,70 - 67,"Saturday, October 19, 2019",https://www.proballers.com/basketball/game/425840/panionios-rethymno-cretan-kings-2019-10-19,2019
5:00 PM,PAOK,Panathinaikos,88 - 104,"Saturday, October 19, 2019",https://www.proballers.com/basketball/game/425841/paok-panathinaikos-2019-10-19,2019
5:45 PM,Lavrio,Ifaistos limnou,66 - 61,"Sunday, October 20, 2019",https://www.proballers.com/basketball/game/425839/lavrio-ifaistos-limnou-2019-10-20,2019
3:45 PM,AO Ionikos Nikaias,Ermis Agias,68 - 64,"Saturday, October 26, 2019",https://www.proballers.com/basketball/game/430583/ao-ionikos-nikaias-ermis-agias-2019-10-26,2019
5:00 PM,Ifaistos limnou,Promitheas Patras,72 - 75,"Saturday, October 26, 2019",https://www.proballers.com/basketball/game/425843/ifaistos-limnou-promitheas-patras-2019-10-26,2019
5:00 PM,Iraklis,Panionios,96 - 101,"Saturday, October 26, 2019",https://www.proballers.com/basketball/game/425844/iraklis-panionios-2019-10-26,2019
5:00 PM,Kolossos H Hotels,PAOK,87 - 66,"Saturday, October 26, 2019",https://www.proballers.com/basketball/game/425845/kolossos-h-hotels-paok-2019-10-26,2019
5:00 PM,Peristeri,Lavrio,88 - 62,"Saturday, October 26, 2019",https://www.proballers.com/basketball/game/425847/peristeri-lavrio-2019-10-26,2019
7:00 PM,Panathinaikos,Aris BC,108 - 86,"Saturday, October 26, 2019",https://www.proballers.com/basketball/game/425846/panathinaikos-aris-bc-2019-10-26,2019
